"sample_e - RawData"
"Wavelength nm.","T%"
768.00,56.757
768.50,56.739
769.00,56.918
769.50,56.889
770.00,57.007
770.50,57.113
771.00,57.225
771.50,57.190
772.00,57.155
772.50,57.267
773.00,57.416
773.50,57.545
774.00,57.436
774.50,57.671
775.00,57.833
775.50,57.923
776.00,58.225
776.50,58.002
777.00,57.954
777.50,57.977
778.00,58.225
778.50,58.139
779.00,58.099
779.50,58.402
780.00,58.320
780.50,58.448
781.00,58.358
781.50,58.565
782.00,58.428
782.50,58.436
783.00,57.856
783.50,58.542
784.00,58.320
784.50,58.123
785.00,58.087
785.50,58.103
786.00,58.115
786.50,58.011
787.00,57.953
787.50,57.800
788.00,57.721
788.50,57.404
789.00,57.385
789.50,57.033
790.00,57.038
790.50,57.292
791.00,56.474
791.50,56.755
792.00,56.938
792.50,56.611
793.00,56.256
793.50,56.272
794.00,56.097
794.50,55.731
795.00,55.627
795.50,55.531
796.00,55.643
796.50,55.118
797.00,54.887
797.50,54.912
798.00,54.847
798.50,54.421
799.00,54.113
799.50,54.162
800.00,53.710
800.50,53.719
801.00,53.883
801.50,53.420
802.00,53.360
802.50,53.097
803.00,52.999
803.50,53.019
804.00,52.593
804.50,52.477
805.00,52.205
805.50,52.013
806.00,51.889
806.50,51.740
807.00,51.700
807.50,51.210
808.00,51.262
808.50,50.979
809.00,50.839
809.50,50.550
810.00,50.658
810.50,50.812
811.00,50.161
811.50,50.159
812.00,50.001
812.50,50.250
813.00,49.962
813.50,49.174
814.00,48.975
814.50,49.169
815.00,49.001
815.50,49.000
816.00,48.918
816.50,48.129
817.00,47.996
817.50,48.120
818.00,47.626
818.50,48.076
819.00,47.586
819.50,47.680
820.00,47.522
820.50,47.223
821.00,46.936
821.50,47.011
822.00,46.920
822.50,46.620
823.00,46.414
823.50,46.137
824.00,46.373
824.50,46.353
825.00,46.090
825.50,45.936
826.00,45.797
826.50,45.678
827.00,45.299
827.50,45.467
828.00,45.580
828.50,45.078
829.00,44.914
829.50,45.192
830.00,44.687
830.50,44.892
831.00,44.584
831.50,44.638
832.00,44.377
832.50,44.097
833.00,44.413
833.50,44.024
834.00,44.136
834.50,43.707
835.00,43.790
835.50,43.814
836.00,43.438
836.50,43.336
837.00,43.568
837.50,43.213
838.00,43.457
838.50,43.327
839.00,42.929
839.50,43.017
840.00,42.869
840.50,42.761
841.00,42.577
841.50,42.958
842.00,42.639
842.50,42.630
843.00,42.502
843.50,42.596
844.00,42.345
844.50,42.334
845.00,42.298
845.50,41.981
846.00,42.224
846.50,42.006
847.00,41.720
847.50,42.591
848.00,42.126
848.50,42.192
849.00,41.811
849.50,41.541
850.00,41.682
850.50,41.663
851.00,41.534
851.50,41.800
852.00,41.939
852.50,41.957
853.00,41.881
853.50,42.044
854.00,41.542
854.50,41.977
855.00,41.574
855.50,42.208
856.00,42.036
856.50,41.975
857.00,41.925
857.50,41.494
858.00,42.232
858.50,41.627
859.00,42.150
859.50,41.990
860.00,42.018
860.50,42.155
861.00,42.385
861.50,42.315
862.00,42.499
862.50,42.479
863.00,42.727
863.50,43.055
864.00,42.800
864.50,42.965
865.00,43.092
865.50,42.764
866.00,43.147
866.50,43.151
867.00,43.039
867.50,43.308
868.00,43.611
868.50,43.812
869.00,44.130
869.50,43.401
870.00,44.042
870.50,44.419
871.00,44.151
871.50,44.578
872.00,43.928
872.50,44.877
873.00,45.026
873.50,44.221
874.00,44.487
874.50,44.847
875.00,45.766
875.50,44.986
876.00,45.717
876.50,45.350
877.00,44.867
877.50,45.419
878.00,44.734
878.50,45.364
879.00,45.037
879.50,45.355
880.00,45.704
880.50,45.609
881.00,45.618
881.50,45.268
882.00,45.300
882.50,46.379
883.00,45.605
883.50,45.092
884.00,44.901
884.50,45.100
885.00,45.599
885.50,45.086
886.00,45.618
886.50,43.911
887.00,44.467
887.50,44.549
888.00,45.174
888.50,44.399
889.00,44.799
889.50,44.390
890.00,44.176
890.50,44.838
891.00,44.221
891.50,44.092
892.00,42.079
892.50,42.794
893.00,43.224
893.50,43.318
894.00,42.883
894.50,42.783
895.00,41.214
895.50,42.131
896.00,42.448
896.50,41.064
897.00,41.103
897.50,38.996
898.00,38.667
898.50,40.212
899.00,42.052
899.50,40.962
900.00,41.071
900.50,40.338
901.00,40.159
901.50,39.796
902.00,39.710
902.50,39.294
903.00,39.086
903.50,38.999
904.00,38.732
904.50,38.355
905.00,38.200
905.50,37.995
906.00,37.679
906.50,37.503
907.00,37.279
907.50,37.043
908.00,36.864
908.50,36.640
909.00,36.426
909.50,36.032
910.00,35.964
910.50,35.787
911.00,35.507
911.50,35.369
912.00,35.129
912.50,34.981
913.00,34.907
913.50,34.588
914.00,34.391
914.50,34.302
915.00,34.159
915.50,33.908
916.00,33.909
916.50,33.701
917.00,33.567
917.50,33.477
918.00,33.342
918.50,33.171
919.00,33.106
919.50,32.959
920.00,32.831
920.50,32.657
921.00,32.586
921.50,32.469
922.00,32.399
922.50,32.315
923.00,32.212
923.50,32.038
924.00,32.030
924.50,31.857
925.00,31.846
925.50,31.757
926.00,31.625
926.50,31.618
927.00,31.539
927.50,31.421
928.00,31.454
928.50,31.323
929.00,31.187
929.50,31.151
930.00,31.128
930.50,31.134
931.00,31.007
931.50,30.995
932.00,30.961
932.50,30.845
933.00,30.786
933.50,30.770
934.00,30.779
934.50,30.700
935.00,30.600
935.50,30.567
936.00,30.591
936.50,30.560
937.00,30.451
937.50,30.444
938.00,30.389
938.50,30.375
939.00,30.319
939.50,30.308
940.00,30.245
940.50,30.269
941.00,30.212
941.50,30.201
942.00,30.192
942.50,30.142
943.00,30.110
943.50,30.083
944.00,30.107
944.50,30.012
945.00,30.001
945.50,30.025
946.00,30.024
946.50,29.969
947.00,29.945
947.50,30.007
948.00,29.898
948.50,29.967
949.00,29.938
949.50,29.908
950.00,29.881
950.50,29.908
951.00,29.854
951.50,29.860
952.00,29.835
952.50,29.815
953.00,29.841
953.50,29.819
954.00,29.834
954.50,29.831
955.00,29.862
955.50,29.790
956.00,29.827
956.50,29.785
957.00,29.835
957.50,29.794
958.00,29.793
958.50,29.844
959.00,29.825
959.50,29.817
960.00,29.801
960.50,29.810
961.00,29.854
961.50,29.874
962.00,29.829
962.50,29.821
963.00,29.866
963.50,29.836
964.00,29.905
964.50,29.863
965.00,29.885
965.50,29.929
966.00,29.920
966.50,29.918
967.00,29.932
967.50,29.894
968.00,29.940
968.50,29.970
969.00,29.955
969.50,30.001
970.00,29.998
970.50,29.982
971.00,29.999
971.50,30.001
972.00,30.047
972.50,30.043
973.00,30.066
973.50,30.054
974.00,30.110
974.50,30.090
975.00,30.103
975.50,30.150
976.00,30.129
976.50,30.184
977.00,30.188
977.50,30.169
978.00,30.253
978.50,30.233
979.00,30.247
979.50,30.277
980.00,30.289
980.50,30.264
981.00,30.325
981.50,30.341
982.00,30.349
982.50,30.355
983.00,30.387
983.50,30.398
984.00,30.415
984.50,30.444
985.00,30.499
985.50,30.465
986.00,30.518
986.50,30.531
987.00,30.561
987.50,30.567
988.00,30.602
988.50,30.603
989.00,30.631
989.50,30.643
990.00,30.682
990.50,30.681
991.00,30.719
991.50,30.757
992.00,30.732
992.50,30.785
993.00,30.829
993.50,30.829
994.00,30.836
994.50,30.874
995.00,30.896
995.50,30.933
996.00,30.947
996.50,30.977
997.00,30.977
997.50,31.014
998.00,31.040
998.50,31.061
999.00,31.106
999.50,31.119
1000.00,31.136
1000.50,31.171
1001.00,31.198
1001.50,31.257
1002.00,31.245
1002.50,31.285
1003.00,31.321
1003.50,31.353
1004.00,31.370
1004.50,31.427
1005.00,31.401
1005.50,31.460
1006.00,31.470
1006.50,31.491
1007.00,31.536
1007.50,31.568
1008.00,31.629
1008.50,31.648
1009.00,31.661
1009.50,31.668
1010.00,31.702
1010.50,31.747
1011.00,31.751
1011.50,31.789
1012.00,31.832
1012.50,31.864
1013.00,31.874
1013.50,31.914
1014.00,31.979
1014.50,32.001
1015.00,32.025
1015.50,32.062
1016.00,32.078
1016.50,32.124
1017.00,32.138
1017.50,32.167
1018.00,32.216
1018.50,32.241
1019.00,32.255
1019.50,32.333
